_id,name,category,price,stock
43730,Receive,Accessories,59.65,567
43731,Back,Home,347.07,318
43732,However,Electronics,70.94,570
43733,Develop,Accessories,320.5,947
43734,Various,Home,243.66,115
43735,Movie,Electronics,449.37,761
43736,Measure,Home,456.94,783
43737,Create,Clothing,468.5,86
43738,Beautiful,Accessories,30.7,7
43739,Foot,Electronics,306.5,868
43740,Tell,Accessories,482.49,575
43741,Meet,Beauty,54.35,509
43742,Play,Electronics,299.1,289
43743,Not,Accessories,347.86,415
43744,Often,Electronics,358.41,187
43745,Social,Clothing,357.4,224
43746,Movie,Accessories,281.44,556
43747,Onto,Electronics,275.62,484
43748,Ground,Beauty,287.39,617
43749,Lawyer,Beauty,147.04,947
43750,Other,Home,425.9,726
43751,New,Beauty,214.51,858
43752,Seven,Clothing,70.49,70
43753,Alone,Beauty,103.17,640
43754,Realize,Clothing,141.17,229
43755,Tend,Home,460.14,627
43756,Cause,Beauty,296.82,37
43757,Between,Clothing,192.65,962
43758,Song,Clothing,295.95,766
43759,Although,Home,178.53,364
43760,Recognize,Accessories,265.82,699
43761,Run,Clothing,433.01,590
43762,Painting,Beauty,247.52,203
43763,Indicate,Accessories,336.65,432
43764,Industry,Accessories,352.31,670
43765,Bank,Beauty,171.8,584
43766,Hundred,Accessories,298.71,959
43767,Receive,Clothing,86.65,924
43768,Him,Misc,387.89,133
43769,Officer,Beauty,455.94,2
43770,Why,Beauty,379.6,424
43771,Heavy,Clothing,54.47,786
43772,Language,Electronics,91.28,279
43773,Away,Clothing,375.34,810
43774,Box,Clothing,488.58,280
43775,Consumer,Accessories,230.16,433
43776,Help,Electronics,241.29,642
43777,Affect,Beauty,295.01,724
43778,Door,Accessories,306.13,555
43779,Several,Clothing,36.86,614
43780,Which,Home,294.3,414
43781,Now,Home,373.69,353
43782,Professor,Clothing,237.08,102
43783,Series,Home,409.41,412
43784,Available,Clothing,386.8,645
43785,Miss,Clothing,283.58,162
43786,Present,Beauty,262.19,516
43787,Suffer,Clothing,343.31,169
43788,None,Clothing,485.54,621
43789,Different,Electronics,483.61,489
43790,Home,Accessories,132.54,806
43791,Participant,Home,343.22,44
43792,Ability,Electronics,493.43,52
43793,Best,Accessories,226.44,989
43794,Full,Clothing,15.48,884
43795,Small,Accessories,161.37,687
43796,Big,Electronics,416.96,831
43797,Heart,Clothing,358.63,162
43798,Bring,Clothing,427.65,824
43799,Strong,Home,261.1,761
43800,Offer,Beauty,253.87,925
43801,Few,Accessories,365.17,806
43802,Pass,Accessories,366.63,684
43803,Agree,Home,274.45,291
43804,Management,Accessories,334.15,951
43805,Middle,Clothing,438.6,587
43806,Beyond,Electronics,143.1,420
43807,Believe,Clothing,146.23,824
43808,Minute,Beauty,332.42,884
43809,Back,Home,149.94,952
43810,Against,Clothing,268.8,34
43811,Eye,Beauty,110.76,837
43812,Happen,Clothing,177.12,658
43813,Join,Clothing,401.24,985
43814,Thus,Electronics,375.7,693
43815,Although,Electronics,177.9,502
43816,If,Electronics,48.68,127
43817,Development,Beauty,157.81,322
43818,Someone,Home,357.82,913
43819,Indeed,Electronics,386.59,845
43820,Artist,Beauty,486.88,422
43821,Chair,Accessories,346.55,708
43822,Show,Beauty,365.14,123
43823,Plant,Electronics,324.27,397
43824,Issue,Accessories,128.06,43
43825,Wonder,Home,224.1,344
43826,International,Clothing,306.4,917
43827,Nation,Accessories,211.34,660
43828,Show,Electronics,197.22,913
43829,Fine,Home,117.93,816
43830,Cut,Beauty,39.78,323
43831,Describe,Home,476.24,896
43832,Realize,Home,287.12,353
43833,Despite,Home,429.32,172
43834,House,Electronics,438.31,435
43835,Recently,Beauty,252.82,660
43836,Total,Accessories,458.99,657
43837,Increase,Home,367.68,606
43838,Set,Electronics,220.79,247
43839,Company,Accessories,467.27,792
43840,Present,Accessories,362.68,301
43841,Record,Accessories,13.56,246
43842,Summer,Clothing,422.01,963
43843,Young,Clothing,57.01,781
43844,Remain,Accessories,63.89,681
43845,Possible,Beauty,479.84,72
43846,Candidate,Clothing,330.98,109
43847,Better,Clothing,497.43,585
43848,Issue,Electronics,351.58,276
43849,Stuff,Electronics,180.83,703
43850,Us,Accessories,10.65,152
43851,Forget,Accessories,333.82,563
43852,Yeah,Home,254.73,100
43853,Education,Clothing,433.74,24
43854,Support,Home,482.33,282
43855,Year,Accessories,439,124
43856,Able,Clothing,167.95,158
43857,Leg,Clothing,184.04,91
43858,Now,Electronics,444.53,798
43859,Course,Beauty,27.12,715
43860,Young,Accessories,76.57,415
43861,Recently,Beauty,293.97,277
43862,Front,Beauty,381.19,717
43863,Treatment,Beauty,471.67,834
43864,Modern,Beauty,301.92,754
43865,Interesting,Beauty,371.52,720
43866,Car,Home,375.6,282
43867,Place,Accessories,483.67,252
43868,Interest,Beauty,350.84,45
43869,Clearly,Accessories,97.79,222
43870,Argue,Beauty,498.16,679
43871,Owner,Home,47.21,781
43872,Of,Beauty,171.97,578
43873,People,Beauty,319.57,751
43874,Glass,Beauty,291.2,584
43875,Over,Home,172.99,66
43876,Middle,Electronics,228.3,246
43877,Thus,Electronics,33.21,270
43878,Cold,Accessories,171.18,863
43879,Low,Home,292.4,821
43880,International,Beauty,411.53,90
43881,Land,Beauty,231.89,986
43882,Table,Beauty,263.55,5
43883,Order,Electronics,151.23,561
43884,Hundred,Electronics,71.25,725
43885,Owner,Home,86.18,519
43886,Arm,Clothing,336.35,831
43887,Me,Electronics,145.8,161
43888,Break,Clothing,94.37,177
43889,Into,Beauty,380.23,193
43890,Land,Beauty,184.38,272
43891,Machine,Beauty,469.03,201
43892,Tree,Accessories,118.18,590
43893,Look,Beauty,240.8,135
43894,Still,Clothing,122.05,720
43895,State,Beauty,395.07,346
43896,Follow,Accessories,110.19,78
43897,Suddenly,Home,353.38,727
43898,Model,Electronics,382.43,577
43899,Seek,Electronics,109.95,745
43900,Impact,Beauty,136.22,362
43901,Baby,Beauty,265.47,0
43902,City,Electronics,475.35,247
43903,Onto,Beauty,239.14,93
43904,Admit,Beauty,172.58,381
43905,Structure,Electronics,98.19,421
43906,Environmental,Beauty,115.15,475
43907,Medical,Accessories,251.32,328
43908,Much,Accessories,210.37,238
43909,Realize,Clothing,16.8,676
43910,Perform,Beauty,329.26,168
43911,Somebody,Clothing,317.7,19
43912,Most,Accessories,37.92,575
43913,Mean,Clothing,279.17,897
43914,Head,Home,498.03,451
43915,Standard,Accessories,420.02,333
43916,Scientist,Clothing,126.69,435
43917,Work,Electronics,142.79,960
43918,Though,Electronics,44.51,736
43919,Itself,Accessories,310.11,667
43920,Impact,Accessories,232.6,891
43921,Nearly,Electronics,193.12,825
43922,Relationship,Accessories,415.28,530
43923,Theory,Accessories,308.71,298
43924,Such,Electronics,282.7,620
43925,House,Beauty,277.47,991
43926,Water,Electronics,18.52,243
43927,Guy,Home,373.76,897
43928,Final,Home,209.37,990
43929,Thought,Accessories,334.65,709
43930,Leader,Electronics,22.93,725
43931,None,Clothing,218.26,303
43932,Institution,Home,39.95,657
43933,Beat,Electronics,258.49,773
43934,End,Clothing,203.85,1
43935,Could,Clothing,413.7,89
43936,Quickly,Clothing,171.86,904
43937,Short,Accessories,282.57,35
43938,Produce,Beauty,130.19,602
43939,Shake,Electronics,72.88,743
43940,Nation,Clothing,220.23,134
43941,Seek,Beauty,328.8,695
43942,Political,Accessories,332.04,366
43943,There,Clothing,44.66,869
43944,No,Electronics,159.69,51
43945,Between,Accessories,353.5,336
43946,Culture,Home,265.26,332
43947,Drive,Accessories,21.12,409
43948,Range,Electronics,120.32,729
43949,Doctor,Electronics,31.6,93
43950,Wrong,Clothing,329.65,629
43951,Various,Beauty,155.78,223
43952,Budget,Accessories,46.47,194
43953,Easy,Accessories,396.41,120
43954,Different,Home,75.86,495
43955,Stuff,Home,462.91,619
43956,Street,Electronics,209.36,574
43957,Light,Electronics,354.96,686
43958,Build,Clothing,201.62,114
43959,Left,Electronics,31.85,204
43960,Newspaper,Accessories,28.38,553
43961,Blood,Electronics,99.05,146
43962,Take,Electronics,289.82,966
43963,Low,Clothing,49.81,169
43964,Protect,Home,261.66,393
43965,Fill,Beauty,257.77,453
43966,Alone,Clothing,300.59,733
43967,Year,Beauty,36.2,24
43968,Particularly,Home,75.87,114
43969,Join,Clothing,318.39,251
43970,Land,Electronics,322.63,802
43971,Long,Accessories,308.7,880
43972,Evidence,Electronics,284.41,602
43973,Seven,Clothing,171.14,934
43974,Technology,Accessories,40.21,108
43975,Remain,Beauty,312.65,919
43976,Goal,Accessories,19.84,107
43977,Play,Home,483.88,261
43978,Upon,Beauty,230.96,4
43979,Live,Clothing,7,952
43980,President,Home,440.91,57
43981,Start,Beauty,121.52,593
43982,Moment,Electronics,321.41,613
43983,Mrs,Beauty,99.91,365
43984,Learn,Clothing,466.83,549
43985,General,Accessories,67.96,230
43986,Its,Home,438.29,67
43987,Rich,Accessories,490.13,867
43988,Community,Beauty,456.24,51
43989,Or,Electronics,73.38,63
43990,Present,Beauty,27.93,233
43991,Charge,Home,41.35,534
43992,Every,Accessories,257.69,220
43993,Discussion,Beauty,101.67,286
43994,Above,Home,402.68,735
43995,May,Beauty,391,991
43996,Social,Beauty,426.89,418
43997,Spend,Electronics,468.17,716
43998,Yeah,Accessories,417.88,75
43999,Analysis,Accessories,436.83,914
44000,Break,Home,188.97,612
44001,Direction,Electronics,275.19,749
44002,Commercial,Beauty,10.16,643
44003,Radio,Beauty,491.3,149
44004,Record,Accessories,408.86,807
44005,Since,Home,375.76,565
44006,Model,Clothing,291.89,460
44007,Much,Beauty,256.3,175
44008,Knowledge,Home,327.64,841
44009,Create,Accessories,91.29,493
44010,Animal,Accessories,314.03,835
44011,Recently,Clothing,162.72,134
44012,Poor,Accessories,457.88,360
44013,Standard,Electronics,136.96,842
44014,Fine,Electronics,337.01,759
44015,Special,Accessories,99.34,874
44016,Store,Accessories,392.12,344
44017,Pull,Home,267.3,383
44018,Down,Clothing,336.12,658
44019,Brother,Electronics,79.95,49
44020,These,Clothing,143.97,760
44021,Spring,Beauty,126.13,608
44022,Six,Beauty,74.78,149
44023,Care,Electronics,265.52,953
44024,Blood,Accessories,133.44,528
44025,This,Electronics,239.98,673
44026,Wrong,Accessories,393.97,724
44027,Seven,Accessories,332.61,354
44028,Local,Accessories,19.21,153
44029,Star,Accessories,426.21,921
44030,Scientist,Electronics,429.23,256
44031,Owner,Electronics,41.09,235
44032,System,Clothing,460.95,297
44033,Tonight,Beauty,391.08,2
44034,Try,Beauty,479.54,370
44035,Adult,Beauty,480.55,851
44036,Poor,Electronics,162.62,746
44037,Under,Accessories,375.5,29
44038,Mouth,Accessories,71.63,629
44039,Still,Electronics,325.29,234
44040,Resource,Beauty,478.38,18
44041,Rise,Home,298.29,332
44042,Pm,Home,408.63,208
44043,In,Home,454.32,828
44044,Growth,Clothing,179.72,473
44045,Hand,Clothing,254.93,514
44046,Live,Accessories,455.11,746
44047,Machine,Clothing,154.39,48
44048,Always,Clothing,89.01,291
44049,Argue,Electronics,266.63,78
44050,Mission,Beauty,408.47,821
44051,Goal,Beauty,394.99,975
44052,Listen,Beauty,387.55,55
44053,Spend,Accessories,269.22,89
44054,After,Beauty,49.92,33
44055,Protect,Electronics,66.37,876
44056,Congress,Home,439.6,674
44057,Century,Home,269.61,867
44058,Gun,Clothing,370.45,963
44059,Order,Home,360.49,61
44060,Budget,Home,36.61,507
44061,Recognize,Beauty,100.44,271
44062,Far,Home,499.18,966
44063,Whom,Home,79.54,513
44064,Along,Accessories,211.44,702
44065,Yard,Clothing,112.9,830
44066,Mother,Electronics,416.98,245
44067,Enjoy,Accessories,20.68,600
44068,Impact,Clothing,59.58,824
44069,If,Beauty,257.83,131
44070,Employee,Beauty,367.09,687
44071,Glass,Electronics,463.71,577
44072,Charge,Home,102.33,614
44073,Appear,Clothing,76.22,365
44074,From,Accessories,446.6,901
44075,This,Electronics,402.67,427
44076,Wall,Accessories,51.78,214
44077,His,Electronics,339.87,562
44078,South,Home,12.14,88
44079,Prevent,Accessories,480.64,790
44080,Church,Home,396.59,93
44081,Miss,Home,441.6,190
44082,Relate,Beauty,240.47,967
44083,Sell,Home,103.37,9
44084,Read,Accessories,150.27,219
44085,Born,Beauty,448.33,566
44086,Include,Beauty,276.93,874
44087,Kitchen,Beauty,446.86,329
44088,Buy,Clothing,113.21,174
44089,Collection,Home,306.25,414
44090,Between,Electronics,82.28,527
44091,Student,Beauty,85.09,857
44092,Night,Electronics,341.95,401
44093,Tonight,Electronics,231.38,147
44094,Act,Beauty,483.07,314
44095,Pick,Accessories,403.88,907
44096,Everything,Electronics,323.04,355
44097,Process,Accessories,186.83,789
44098,Important,Home,37.21,318
44099,Father,Clothing,83.18,692
44100,Travel,Clothing,287.28,729
44101,Soon,Beauty,383.83,547
44102,Wrong,Clothing,120.42,9
44103,Plant,Accessories,403.58,266
44104,Deep,Electronics,353.91,283
44105,Avoid,Home,67.22,23
44106,Note,Clothing,20.2,249
44107,Administration,Electronics,85.51,915
44108,Paper,Home,223.36,16
44109,Listen,Accessories,118.09,990
44110,Student,Clothing,328.87,875
44111,Why,Beauty,55.89,636
44112,Event,Home,13.87,61
44113,Husband,Home,44.68,646
44114,Require,Beauty,309.59,373
44115,Two,Accessories,393.1,802
44116,Both,Clothing,213.38,443
44117,Act,Beauty,123.71,392
44118,Strategy,Beauty,456.69,146
44119,Work,Accessories,327.97,572
44120,Buy,Accessories,107.25,82
44121,Recent,Clothing,296.99,115
44122,Issue,Accessories,247,214
44123,Near,Home,105.31,220
44124,Computer,Electronics,383.41,659
44125,Onto,Home,415.17,451
44126,Peace,Home,117.81,203
44127,New,Beauty,341.51,264
44128,Yeah,Accessories,278.39,664
44129,Present,Electronics,85.39,562
44130,Official,Accessories,381.25,797
44131,Former,Accessories,265.25,20
44132,Total,Clothing,127.27,418
44133,Anything,Home,343.95,789
44134,Central,Beauty,365.41,815
44135,Forget,Electronics,258.66,680
44136,General,Beauty,104.6,571
44137,People,Misc,52.07,74
44138,Specific,Home,312.95,407
44139,Camera,Accessories,339.12,151
44140,Technology,Electronics,352.95,203
44141,Reduce,Accessories,449.64,273
44142,Turn,Home,200.71,333
44143,Sense,Accessories,182.67,630
44144,Everyone,Beauty,441.92,685
44145,Car,Clothing,341.25,879
44146,Husband,Clothing,232.4,262
44147,Religious,Beauty,69.53,686
44148,Rock,Beauty,415.71,632
44149,Yes,Beauty,212.66,61
44150,Hospital,Electronics,195.23,841
44151,Become,Electronics,37.79,640
44152,Look,Accessories,446.1,758
44153,Growth,Electronics,386.83,151
44154,Focus,Accessories,329.97,568
44155,Career,Accessories,379.58,977
44156,Through,Electronics,246.53,608
44157,Fire,Accessories,276.09,713
44158,Fill,Electronics,415.02,858
44159,Range,Electronics,12.36,431
44160,Although,Home,362.89,570
44161,Pretty,Electronics,199.83,785
44162,Government,Home,345.75,492
44163,Responsibility,Clothing,392.84,284
44164,Apply,Clothing,8.8,783
44165,Large,Beauty,207.45,312
44166,Bar,Accessories,141.85,65
44167,Person,Electronics,394.44,235
44168,Treat,Electronics,482.07,3
44169,Hit,Home,317.04,67
44170,Defense,Clothing,160.67,273
44171,Crime,Beauty,167.82,417
44172,Third,Home,6.99,884
44173,Project,Beauty,450.67,662
44174,South,Accessories,184.39,930
44175,Yet,Electronics,75.98,549
44176,Start,Beauty,181.11,933
44177,Loss,Electronics,208.25,106
44178,Sea,Home,194.26,333
44179,Rule,Accessories,464.46,568
44180,Reflect,Accessories,475.54,380
44181,Trouble,Electronics,286.37,433
44182,Seat,Home,114.22,15
44183,How,Beauty,455.17,622
44184,Finally,Home,81.13,173
44185,Physical,Electronics,393.83,180
44186,Month,Beauty,381.48,747
44187,We,Clothing,475.66,110
44188,Save,Clothing,68.47,412
44189,Top,Accessories,313.78,403
44190,Market,Accessories,187.79,966
44191,Check,Beauty,175.17,618
44192,Subject,Electronics,462.31,888
44193,Especially,Electronics,272.32,189
44194,And,Beauty,367.33,557
44195,Meeting,Accessories,51.53,467
44196,Certainly,Clothing,30.92,655
44197,Interview,Beauty,414.62,626
44198,Natural,Home,61.21,889
44199,High,Accessories,278.33,517
44200,Investment,Accessories,488.33,259
44201,Bad,Home,336.84,58
44202,Allow,Accessories,361.64,761
44203,Part,Beauty,239.03,584
44204,Wrong,Beauty,293.33,175
44205,Draw,Home,136.32,231
44206,Company,Electronics,26.71,926
44207,Image,Electronics,236.34,8
44208,Marriage,Home,90.84,567
44209,Scene,Home,23.44,876
44210,Whether,Accessories,87.62,516
44211,Job,Misc,482.87,209
44212,His,Beauty,291.98,188
44213,Medical,Beauty,334.15,585
44214,High,Electronics,451.9,506
44215,Marriage,Clothing,150.45,776
44216,Must,Home,242.27,355
44217,Morning,Accessories,496.69,937
44218,Always,Home,438.69,995
44219,Participant,Beauty,304.98,690
44220,Bill,Beauty,134.87,728
44221,Brother,Electronics,104.94,709
44222,Begin,Clothing,421.33,460
44223,Few,Home,494.56,796
44224,Vote,Accessories,11.71,922
44225,Indicate,Clothing,162.13,700
44226,Better,Beauty,124.4,917
44227,My,Electronics,350.91,832
44228,Mrs,Home,468.29,649
44229,West,Beauty,456.73,983
44230,Poor,Misc,363.79,182
44231,Bit,Clothing,290.75,575
44232,Themselves,Electronics,461.64,228
44233,Prove,Clothing,397.02,344
44234,Threat,Accessories,367.82,392
44235,Sea,Home,429.52,256
44236,House,Clothing,258.2,441
44237,Push,Home,414.33,115
44238,Wife,Electronics,193.54,662
44239,Never,Clothing,483.54,989
44240,Against,Home,94.8,686
44241,House,Clothing,472.5,903
44242,Me,Clothing,499.65,625
44243,Responsibility,Beauty,146.55,725
44244,Organization,Beauty,26.04,214
44245,Machine,Clothing,57.24,373
44246,Enter,Clothing,195.09,33
44247,Perhaps,Accessories,309.54,497
44248,Player,Accessories,90.17,903
44249,Health,Accessories,166.96,963
44250,Trouble,Beauty,143.29,80
44251,Current,Clothing,478.19,832
44252,Front,Accessories,88.7,590
44253,New,Accessories,384.66,873
44254,National,Beauty,213.46,308
44255,Article,Home,277.99,48
44256,But,Home,400.09,920
44257,Approach,Accessories,363,206
44258,Suggest,Beauty,445.86,324
44259,Agency,Beauty,336.92,855
44260,Which,Clothing,165.39,862
44261,Road,Electronics,272.19,348
44262,Minute,Accessories,444.74,703
44263,Example,Clothing,66.45,714
44264,Home,Beauty,414.36,249
44265,One,Electronics,293.59,398
44266,Possible,Beauty,306.7,494
44267,Hotel,Beauty,314.87,379
44268,Then,Beauty,365.5,81
44269,Public,Beauty,160.28,479
44270,Out,Accessories,374.71,417
44271,Along,Electronics,188.97,717
44272,Nice,Home,305.73,454
44273,Sense,Beauty,11.02,713
44274,Example,Home,462.01,941
44275,Hear,Clothing,320.56,596
44276,Picture,Electronics,45.56,907
44277,Course,Home,377.97,759
44278,Crime,Electronics,122.31,646
44279,Mind,Home,41.49,618
44280,Too,Accessories,331.59,727
44281,Institution,Clothing,10.9,312
44282,Room,Home,33.83,452
44283,Prevent,Accessories,101.14,861
44284,Cost,Beauty,449.98,116
44285,Voice,Clothing,56.73,424
44286,Need,Accessories,287.75,411
44287,Green,Accessories,351.65,589
44288,What,Accessories,215.31,269
44289,Room,Beauty,240.75,786
44290,Power,Clothing,389.32,756
44291,Material,Accessories,455.86,340
44292,Movie,Home,462.56,482
44293,Onto,Electronics,396.08,376
44294,Hear,Electronics,340.25,295
44295,Easy,Clothing,129.33,751
44296,Tax,Home,393.09,379
44297,Region,Clothing,223.82,893
44298,Bag,Accessories,363.95,559
44299,Professor,Clothing,460.98,311
44300,Three,Beauty,257.58,742
44301,Believe,Accessories,106.21,831
44302,Year,Electronics,23.24,305
44303,Probably,Electronics,288.29,788
44304,Along,Clothing,10.17,467
44305,Well,Beauty,186.76,405
44306,Project,Electronics,168.51,346
44307,Deep,Beauty,40.56,416
44308,Call,Clothing,137.95,650
44309,Front,Electronics,409.36,779
44310,Attorney,Electronics,260.14,710
44311,World,Electronics,143.49,252
44312,Worker,Clothing,95.35,603
44313,Soldier,Electronics,90.44,433
44314,Charge,Clothing,351.62,545
44315,Television,Accessories,77.1,308
44316,Plant,Beauty,124.75,511
44317,Per,Home,63.68,158
44318,Notice,Electronics,306.66,928
44319,Usually,Beauty,342.24,762
44320,Forget,Home,12.26,362
44321,Through,Accessories,367.75,868
44322,Born,Accessories,345.46,358
44323,Ability,Beauty,315.02,795
44324,Today,Electronics,287.08,802
44325,Physical,Accessories,468.88,313
44326,Should,Home,382.25,555
44327,Race,Home,233.54,159
44328,Move,Accessories,321.3,340
44329,Let,Beauty,285.23,451
44330,By,Accessories,304.04,639
44331,Director,Electronics,350.9,514
44332,Newspaper,Clothing,9.38,111
44333,Sister,Electronics,141.81,745
44334,President,Clothing,328.67,612
44335,Where,Electronics,395.48,868
44336,Item,Electronics,174.7,583
44337,Machine,Electronics,239.43,808
44338,Mission,Beauty,160.38,506
44339,Firm,Electronics,288.27,945
44340,Already,Home,262.8,613
44341,Food,Electronics,404.09,932
44342,Clearly,Beauty,272.59,544
44343,Plan,Beauty,373.32,981
44344,City,Beauty,415.09,711
44345,Life,Electronics,372.57,955
44346,Describe,Accessories,237.63,505
44347,Size,Accessories,238.52,321
44348,Believe,Beauty,133.67,261
44349,Country,Home,230.76,291
44350,Front,Beauty,194.89,186
44351,Since,Beauty,114.79,753
44352,Forward,Beauty,469.57,97
44353,Less,Home,344.4,630
44354,Return,Accessories,366.88,739
44355,Know,Clothing,17.69,500
44356,Chair,Beauty,94.2,756
44357,Financial,Home,113.03,773
44358,Picture,Clothing,98.48,813
44359,Laugh,Clothing,479.37,600
44360,Remain,Beauty,228.29,559
44361,Source,Beauty,344.28,160
44362,Identify,Accessories,370.02,218
44363,Raise,Beauty,498.64,73
44364,Money,Beauty,102,32
44365,Animal,Accessories,118.8,970
44366,Memory,Clothing,70.57,945
44367,Same,Electronics,411.25,807
44368,Drop,Home,230.86,71
44369,About,Clothing,101.03,683
44370,Student,Accessories,376.78,929
44371,Service,Beauty,413.76,684
44372,Always,Home,129.75,532
44373,West,Beauty,195.62,708
44374,Sure,Home,388.47,539
44375,Eat,Accessories,439.62,274
44376,Test,Beauty,28.31,580
44377,Imagine,Beauty,65.91,571
44378,Tonight,Clothing,261.41,817
44379,Attention,Accessories,454.7,937
44380,Father,Clothing,28.69,198
44381,Over,Beauty,147.5,120
44382,Effort,Home,100.97,314
44383,Seek,Beauty,199.33,367
44384,Establish,Home,37.32,616
44385,Image,Clothing,465.76,596
44386,Wide,Electronics,230.15,542
44387,Evidence,Beauty,365.24,654
44388,Stay,Electronics,140.18,845
44389,American,Electronics,474.16,609
44390,Your,Beauty,49.17,704
44391,Mission,Beauty,253.76,991
44392,Person,Clothing,88.77,767
44393,Always,Home,104.87,861
44394,Situation,Beauty,130.87,571
44395,Politics,Clothing,375.11,836
44396,Resource,Home,44.43,287
44397,State,Accessories,167.09,151
44398,Attack,Clothing,16.99,226
44399,Share,Accessories,337.97,994
44400,Visit,Electronics,405.11,822
44401,History,Electronics,17.5,558
44402,Office,Electronics,226.76,1000
44403,Minute,Accessories,399.62,82
44404,Network,Accessories,66.86,845
44405,Career,Clothing,141.41,348
44406,Front,Home,414.22,764
44407,Price,Clothing,326.27,340
44408,Less,Clothing,456.47,888
44409,Want,Accessories,315.01,790
44410,Evening,Beauty,463.13,871
44411,Standard,Beauty,233.7,943
44412,Significant,Home,35.12,267
44413,Include,Accessories,203.54,555
44414,Argue,Clothing,82.12,840
44415,Pull,Home,52.44,221
44416,Thank,Clothing,116.3,465
44417,Military,Beauty,82.08,893
44418,Either,Electronics,422.45,686
44419,Pass,Accessories,366.71,610
44420,Fish,Accessories,269.45,504
44421,Any,Electronics,393.82,859
44422,Bad,Accessories,105.35,448
44423,No,Clothing,388.18,646
44424,Above,Clothing,396.08,203
44425,Success,Accessories,346.49,360
44426,Hope,Clothing,6.65,244
44427,Pay,Beauty,150.46,110
44428,Director,Electronics,369.01,215
44429,Know,Beauty,219.79,953
44430,Baby,Clothing,260.58,609
44431,Teacher,Electronics,77.97,99
44432,Skill,Accessories,471.9,313
44433,Trial,Beauty,373.51,748
44434,Visit,Beauty,182.92,363
44435,Baby,Beauty,91.59,298
44436,Off,Home,131.18,966
44437,Later,Electronics,19.23,102
44438,Safe,Electronics,269.76,228
44439,Rest,Beauty,390.95,486
44440,She,Clothing,187.38,842
44441,Stuff,Electronics,43.45,855
44442,Television,Home,195.05,794
44443,Chance,Home,157.42,784
44444,Nothing,Clothing,148.96,996
44445,Fine,Home,152.99,900
44446,Develop,Home,141.51,157
44447,Event,Beauty,59.32,214
44448,College,Electronics,103.89,373
44449,Paper,Electronics,340.66,703
44450,Class,Clothing,22.84,655
44451,What,Beauty,368.55,160
44452,How,Accessories,75.42,773
44453,Personal,Home,436.74,320
44454,Stop,Electronics,296.15,122
44455,Difficult,Accessories,498.86,36
44456,Natural,Accessories,345.26,652
44457,Record,Accessories,388.83,240
44458,Long,Accessories,375.56,685
44459,Anyone,Beauty,134.06,845
44460,Sea,Clothing,272.92,63
44461,Eat,Accessories,226.77,252
44462,Community,Beauty,447.36,363
44463,Eight,Home,230.41,479
44464,Condition,Beauty,346.95,744
44465,Arm,Clothing,216.66,269
44466,Without,Accessories,13.24,216
44467,Ball,Beauty,187.78,417
44468,Only,Home,157.4,458
44469,Successful,Accessories,305.04,378
44470,Mean,Beauty,135.99,212
44471,Child,Home,471.38,975
44472,Structure,Electronics,79.96,682
44473,Culture,Home,197.58,953
44474,Happy,Misc,444.99,529
44475,Class,Accessories,251.77,268
44476,If,Clothing,7.68,835
44477,Big,Clothing,423.35,303
44478,Within,Clothing,485.38,396
44479,Accept,Clothing,78.92,623
44480,The,Clothing,221.74,821
44481,Customer,Beauty,476.95,81
44482,Very,Accessories,146.18,133
44483,Go,Electronics,174.96,168
44484,Goal,Electronics,5.03,792
44485,Upon,Electronics,422.3,314
44486,Available,Accessories,487.84,854
44487,Take,Beauty,70.35,80
44488,Green,Accessories,328.63,679
44489,Everyone,Beauty,254.27,409
44490,Argue,Accessories,49.45,980
44491,Tell,Beauty,35.42,744
44492,Finally,Clothing,373.08,976
44493,Floor,Electronics,303.13,831
44494,Drug,Clothing,169.65,241
44495,Lose,Clothing,463.4,645
44496,Own,Electronics,459.17,655
44497,Spring,Electronics,25.88,670
44498,Style,Electronics,272.47,126
44499,Foot,Beauty,370.02,902
44500,Relate,Accessories,400.85,72
44501,Animal,Electronics,409.57,102
44502,Every,Beauty,24.43,653
44503,Stuff,Clothing,131.44,989
44504,Apply,Home,293.15,142
44505,Evening,Electronics,423.66,755
44506,Suddenly,Clothing,439.33,282
44507,Information,Accessories,243.58,917
44508,Raise,Beauty,244.11,649
44509,Goal,Accessories,141.09,698
44510,Resource,Beauty,319.11,365
44511,Everybody,Beauty,119.03,866
44512,Same,Home,297,972
44513,Party,Beauty,44.29,709
44514,Per,Electronics,448.64,70
44515,Company,Accessories,99.24,512
44516,Consider,Electronics,275.07,999
44517,Music,Accessories,257.05,631
44518,Family,Accessories,271.17,864
44519,Quickly,Clothing,58.44,942
44520,Young,Accessories,211.07,543
44521,Condition,Beauty,147.17,609
44522,Purpose,Clothing,465.62,167
44523,Want,Accessories,79.53,953
44524,High,Clothing,410.96,926
44525,Hand,Home,95.74,883
44526,Hear,Clothing,172.18,453
44527,Cell,Electronics,164.16,369
44528,West,Beauty,52.84,966
44529,Three,Accessories,6.23,529
44530,Reason,Electronics,49.9,918
44531,Technology,Accessories,397.28,421
44532,Wall,Electronics,37.89,245
44533,Against,Beauty,15.81,492
44534,Music,Accessories,429.45,489
44535,Peace,Clothing,120.39,391
44536,Spring,Beauty,51.63,751
44537,Single,Electronics,202.48,156
44538,Teacher,Beauty,94.45,21
44539,Though,Clothing,124.34,612
44540,Sister,Home,478.31,302
